"BUSINESS YEAR","STATE CODE","ISSUER NAME","ISSUER ID","SOURCE NAME","VERSION NUMBER","IMPORT DATE","BENEFIT PACKAGE ID","MARKET COVERAGE","DENTAL ONLY PLAN",TIN,"STANDARD COMPONENT ID","PLAN MARKETING NAME","HIOS PRODUCT ID",HPID,"NETWORK ID","SERVICE AREA ID","FORMULARY ID","IS IT A NEW PLAN","PLAN TYPE","METAL LEVEL","UNIQUE PLAN DESIGN","QHP NONQHP TYPE ID","IS NOTICE REQUIRED FOR PREGNACY","IS REFERRAL REQUIRED FOR SPECIALIST","SPECIALIST REQUIRING REFERRAL","PLAN LEVEL EXCLUSIONS","IS HSA ELIGIBLE","HSA OR HRA EMPLOYER CONTRIBUTION","HSA OR HRA EMPLOYER CONTRIBUTION AMOUNT","CHILD ONLY OFFERING","CHILD ONLY PLAN ID","WELLNESS PROGRAM OFFERED","DISEASE MANAGEMENT PROGRAMS OFFERED","EHB PEDIATRIC DENTAL APPORTIONMENT QUANTITY","IS GUARANTEED RATE?","SPECIALITY DRUG MAXIMUM COINSURANCE","INPATIENT COPAYMENT MAXIMUM DAYS","BEGIN PRIMARY CARE COST SHARING AFTER NUMBER OF VISITS","BEGIN PRIMARY CARE DEDUCTIBLE COINSURANCE AFTER NUMBER OF COPAYS","PLAN EFFECTIVE DATE","PLAN EXPIRATION DATE","OUT OF COUNTRY COVERAGE","OUT OF COUNTRY COVERAGE DESCRIPTION","OUT OF SERVICE AREA COVERAGE","OUT OF SERVICE AREA COVERAGE DESCRIPTION","NATIONAL NETWORK","URL FOR SUMMARY OF BENEFITS COVERAGE","URL FOR ENROLLMENT PAYMENT","PLAN BROCHURE","FORMULARY URL","PLAN ID","CSR VARIATION TYPE","ISSUER ACTUARIAL VALUE","AV CALCULATOR OUTPUT NUMBER","MEDICAL DRUG DEDUCTIBLES INTEGRATED","MEDICAL DRUG MAXIMUM OUT OF POCKET INTEGRATED","MULTIPLE NETWORK TIERS","FIRST TIER UTILIZATION","SECOND TIER UTILIZATION","MEHB INN TIER 1 INDIVIDUAL MOOP","MEHB INN TIER 1 FAMILY MOOP","MEHB INN TIER 2 INDIVIDUAL MOOP","MEHB INN TIER 2 FAMILY MOOP","MEHB OUT OF NET INDIVIDUAL MOOP","MEHB OUT OF NET FAMILY MOOP","MEHB COMB INN OON INDIVIDUAL MOOP","MEHB COMB INN OON FAMILY MOOP","DEHB INN TIER 1 INDIVIDUAL MOOP","DEHB INN TIER 2 INDIVIDUAL MOOP","DEHB INN TIER 1 FAMILY MOOP","DEHB INN TIER 2 FAMILY MOOP","DEHB OUT OF NET INDIVIDUAL MOOP","DEHB OUT OF NET FAMILY MOOP","DEHB COMB INN OON INDIVIDUAL MOOP","DEHB COMB INN OON FAMILY MOOP","TEHB INN TIER 1 INDIVIDUAL MOOP","TEHB INN TIER 1 FAMILY MOOP","TEHB INN TIER 2 INDIVIDUAL MOOP","TEHB INN TIER 2 FAMILY MOOP","TEHB OUT OF NET INDIVIDUAL MOOP","TEHB OUT OF NET FAMILY MOOP","TEHB COMB INN OON INDIVIDUAL MOOP","TEHB COMB INN OON FAMILY MOOP","MEHB DED INN TIER1 INDIVIDUAL","MEHB DED INN TIER1 FAMILY","MEHB DED INN TIER1 COINSURNACE","MEHB DED INN TIER2 INDIVIDUAL","MEHB DED INN TIER2 FAMILY","MEHB DED INN TIER2 COINSURANCE","MEHB DED OUT OF NET INDIVIDUAL","MEHB DED OUT OF NET FAMILY","MEHB DED COMB INN OON INDIVIDUAL","MEHB DED COMB INN OON FAMILY","DEHB DED INN TIER1 INDIVIDUAL","DEHB DED INN TIER1 FAMILY","DEHB DED INN TIER1 COINSURNACE","DEHB DED INN TIER2 INDIVIDUAL","DEHB DED INN TIER2 FAMILY","DEHB DED INN TIER2 COINSURANCE","DEHB DED OUT OF NET INDIVIDUAL","DEHB DED OUT OF NET FAMILY","DEHB DED COMB INN OON INDIVIDUAL","DEHB DED COMB INN OON FAMILY","TEHB DED INN TIER 1 INDIVIDUAL","TEHB DED INN TIER 1 FAMILY","TEHB DED INN TIER 1 COINSURANCE","TEHB DED INN TIER 2 INDIVIDUAL","TEHB DED INN TIER 2 FAMILY","TEHB DED INN TIER 2 COINSURANCE","TEHB DED OUT OF NET INDIVIDUAL","TEHB DED OUT OF NET FAMILY","TEHB DED OUT COMB INN OON INDIVIDUAL","TEHB DED OUT COMB INN OON FAMILY","SBC HAVING A BABY DEDUCTIBLE","SBC HAVING A BABY COPAYMENT","SBC HAVING A BABY COINSURANCE","SBC HAVING A BABY LIMIT","SBC HAVING DIABETES DEDUCTIBLE","SBC HAVING  DIABETES COPAYMENT","SBC HAVING DIABETES COINSURANCE","SBC HAVING DIABETES LIMIT","EHB PERCENT PREMIUM","PLAN DESIGN TYPE","INSURANCE PLAN COMPOSITE PREMIUM AVAILABLE INDICATOR","PLAN VARIANT MARKETING NAME","SBC HAVING SIMPLE FRACTURE DEDUCTIBLE","SBC HAVING SIMPLE FRACTURE COPAYMENT","SBC HAVING SIMPLE FRACTURE COINSURANCE","SBC HAVING SIMPLE FRACTURE LIMIT"
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0380006,"BCBSVT Vermont Preferred Silver Plan",13627VT038,,VTN001,VTS001,VTF013,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,4,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0380006-03,"Limited Cost Sharing Plan Variation",71.53%,0.688288674,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$8,750 ","$9450 per person | $17500 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$3,250 ","$6500 per person | $6500 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$3,250 ","$2,700 ","$0 ","$50 ","$3,250 ","$450 ","$580 ","$20 ",99%,"Not Applicable",No,"BCBSVT Vermont Preferred Silver Plan","$2,640 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0380006,"BCBSVT Vermont Preferred Silver Plan",13627VT038,,VTN001,VTS001,VTF013,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,4,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0380006-04,"73% AV Level Silver Plan",73.93%,0.715825226,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$7,550 ","$9450 per person | $15100 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$2,550 ","$2550 per person | $5100 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$2,550 ","$2,680 ","$0 ","$50 ","$2,550 ","$520 ","$790 ","$20 ",99%,"Not Applicable",No,"BCBSVT Vermont Preferred Silver Plan","$2,550 ","$50 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0380006,"BCBSVT Vermont Preferred Silver Plan",13627VT038,,VTN001,VTS001,VTF013,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,4,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0380006-05,"87% AV Level Silver Plan",87.87%,0.871330264,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$2,850 ","$2850 per person | $5700 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$250 ","$250 per person | $500 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$250 ","$1,680 ","$0 ","$50 ","$250 ","$1,010 ","$1,250 ","$20 ",99%,"Not Applicable",No,"BCBSVT Vermont Preferred Silver Plan","$250 ","$610 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0380006,"BCBSVT Vermont Preferred Silver Plan",13627VT038,,VTN001,VTS001,VTF013,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,4,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0380006-06,"94% AV Level Silver Plan",94.28%,0.93764618,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$1,075 ","$1075 per person | $2150 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$460 ","$0 ","$50 ","$0 ","$500 ","$570 ","$20 ",99%,"Not Applicable",No,"BCBSVT Vermont Preferred Silver Plan","$0 ","$300 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0380007,"BCBSVT Vermont Preferred Bronze Plan",13627VT038,,VTN001,VTS001,VTF019,Existing,EPO,"Expanded Bronze",Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,4,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0380007-01,"Standard Bronze On Exchange Plan",64.63%,0,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$9,250 ","$9450 per person | $18500 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$9,250 ","$9450 per person | $18500 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$9,250 ","$0 ","$0 ","$50 ","$5,420 ","$0 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Vermont Preferred Bronze Plan","$2,640 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0380007,"BCBSVT Vermont Preferred Bronze Plan",13627VT038,,VTN001,VTS001,VTF019,Existing,EPO,"Expanded Bronze",Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0380007-02,"Zero Cost Sharing Plan Variation",100.00%,1,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"BCBSVT Vermont Preferred Bronze Plan","$0 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0380007,"BCBSVT Vermont Preferred Bronze Plan",13627VT038,,VTN001,VTS001,VTF019,Existing,EPO,"Expanded Bronze",Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,4,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0380007-03,"Limited Cost Sharing Plan Variation",64.63%,0,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$9,250 ","$9450 per person | $18500 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$9,250 ","$9450 per person | $18500 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$9,250 ","$0 ","$0 ","$50 ","$5,420 ","$0 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Vermont Preferred Bronze Plan","$2,640 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0390001,"BCBSVT Vermont Select Gold CDHP Plan",13627VT039,,VTN001,VTS001,VTF012,Existing,EPO,Gold,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0390001-01,"Standard Gold On Exchange Plan",81.93%,0.807974443,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$2,850 ","$5700 per person | $5700 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$2,850 ","$2850 per person | $5700 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$2,850 ","$0 ","$0 ","$50 ","$2,850 ","$0 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Vermont Select Gold CDHP Plan","$2,640 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0390001,"BCBSVT Vermont Select Gold CDHP Plan",13627VT039,,VTN001,VTS001,VTF012,Existing,EPO,Gold,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0390001-02,"Zero Cost Sharing Plan Variation",100.00%,1,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"BCBSVT Vermont Select Gold CDHP Plan","$0 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0390001,"BCBSVT Vermont Select Gold CDHP Plan",13627VT039,,VTN001,VTS001,VTF012,Existing,EPO,Gold,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0390001-03,"Limited Cost Sharing Plan Variation",81.93%,0.807974443,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$2,850 ","$5700 per person | $5700 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$2,850 ","$2850 per person | $5700 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$2,850 ","$0 ","$0 ","$50 ","$2,850 ","$0 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Vermont Select Gold CDHP Plan","$2,640 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0390002,"BCBSVT Vermont Select Silver CDHP Plan",13627VT039,,VTN001,VTS001,VTF016,Existing,EPO,Silver,Yes,Both,No,No,,,Yes,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0390002-01,"Standard Silver On Exchange Plan",71.94%,0.698992954,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$5,475 ","$9450 per person | $10950 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$5,475 ","$9450 per person | $10950 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$5,480 ","$0 ","$0 ","$50 ","$5,420 ","$0 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Vermont Select Silver CDHP Plan","$2,640 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0390002,"BCBSVT Vermont Select Silver CDHP Plan",13627VT039,,VTN001,VTS001,VTF016,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0390002-02,"Zero Cost Sharing Plan Variation",100.00%,1,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"BCBSVT Vermont Select Silver CDHP Plan","$0 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0390002,"BCBSVT Vermont Select Silver CDHP Plan",13627VT039,,VTN001,VTS001,VTF016,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0390002-03,"Limited Cost Sharing Plan Variation",71.94%,0.698992954,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$5,475 ","$9450 per person | $10950 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$5,475 ","$9450 per person | $10950 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$5,480 ","$0 ","$0 ","$50 ","$5,420 ","$0 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Vermont Select Silver CDHP Plan","$2,640 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0390002,"BCBSVT Vermont Select Silver CDHP Plan",13627VT039,,VTN001,VTS001,VTF016,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0390002-04,"73% AV Level Silver Plan",73.97%,0.7211645,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$4,725 ","$4725 per person | $9450 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$4,725 ","$4725 per person | $9450 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$4,730 ","$0 ","$0 ","$50 ","$4,730 ","$0 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Vermont Select Silver CDHP Plan","$2,640 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0390002,"BCBSVT Vermont Select Silver CDHP Plan",13627VT039,,VTN001,VTS001,VTF016,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0390002-05,"87% AV Level Silver Plan",87.77%,0.87105501,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$1,600 ","$1600 per person | $3200 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$1,600 ","$1600 per person | $3200 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,580 ","$0 ","$0 ","$50 ","$1,580 ","$0 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Vermont Select Silver CDHP Plan","$1,580 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0390002,"BCBSVT Vermont Select Silver CDHP Plan",13627VT039,,VTN001,VTS001,VTF016,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0390002-06,"94% AV Level Silver Plan",94.60%,0.942916031,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$550 ","$550 per person | $1100 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$550 ","$550 per person | $1100 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$550 ","$0 ","$0 ","$50 ","$550 ","$0 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Vermont Select Silver CDHP Plan","$550 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0390003,"BCBSVT Vermont Select Bronze CDHP Plan",13627VT039,,VTN001,VTS001,VTF020,Existing,EPO,"Expanded Bronze",Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0390003-01,"Standard Bronze On Exchange Plan",64.37%,0.630602565,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$7,500 ","$9450 per person | $15000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$7,500 ","$9450 per person | $15000 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$7,500 ","$0 ","$0 ","$50 ","$5,420 ","$0 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Vermont Select Bronze CDHP Plan","$2,640 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0390003,"BCBSVT Vermont Select Bronze CDHP Plan",13627VT039,,VTN001,VTS001,VTF020,Existing,EPO,"Expanded Bronze",Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0390003-02,"Zero Cost Sharing Plan Variation",100.00%,1,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"BCBSVT Vermont Select Bronze CDHP Plan","$0 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0390003,"BCBSVT Vermont Select Bronze CDHP Plan",13627VT039,,VTN001,VTS001,VTF020,Existing,EPO,"Expanded Bronze",Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0390003-03,"Limited Cost Sharing Plan Variation",64.37%,0.630602565,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$7,500 ","$9450 per person | $15000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$7,500 ","$9450 per person | $15000 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$7,500 ","$0 ","$0 ","$50 ","$5,420 ","$0 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Vermont Select Bronze CDHP Plan","$2,640 ","$0 ","$0 ","$0 "
